label,clean_tweet
1,الاتجار الدولي فالمخدرات صيفط برلماني سابق وخوه رئيس جماعة فجهة فاس  مكناس لحبس زاكَورة
1,الجمعية المغربية لحقوق الإنسان دخلات كطرف مدني فقضية إمبراطورية الفايق وطالبات بتعويض ديال رمزي
0,بعشقك وبعشق صوتك واحساسك
2,فقهاء الجهل تفوتهم فرصة إلا باعدوا الإسلام زمانه مكانه
0,wakha makanhdarch m3ak bazaf walakin kancht kanchof l statut dyalak kana3raf bili raki cava o fmoda ta9ta3ti hhhhhhhhh
2,عيب يابنادم تظلم الناس وتدي حاجة ماشي ديالك ربي يجازيك تسرق
0,li ghnato salma kayji m3aha tarabi jabali romansi sari3 mohoim sot salma
1,سلطات جهة العيون كتواصل الحملة الحريكَ وها تشد فهاد اليومين اللخرين
1,anweli cube dial jalid aji dini men la gare
0,ya balida ghadi yeghani fih pop star rami ayach 3omoman merci 3ela motaba3at akhbar lalak malika ibtissam
2,رغم كيدكم للرجل الزاكي القلب يقبل الشفارة وهذا ذنبه مثله مثل المخلصين هذا البلد الله تعالى ياخذ الحق
2,maymknch dkhli l mghrib db
1,ana zahri nassini 3lik ntiya ma jiti
1,sem3ii rah 3lina kamlin machi ghir btissam
1,الطحانة بالفرونسي مولينكس
1,سفير موسكو فالرباط  المغرب وروسيا يقدرو يديرو المقايضة التجارية يستخدمو عملات أخرى الدولار والاورو
0,ماشي بنكيران ماغديش تعرف شننو السياسة باش ةاتهضر
0,الله يعافيكم جميعا شكرا جزيلا
0,kifma kant tkon 7lowa manek o a7san tkon maghribiya
1,khoya maymkench tkoun nta macheftich la nuit des gnraux ndiprimi ana
2,قمة النفاق والنجاسة السياسيةغرق الحرام ونسى المبادئ والاخلاق اللي لطالما تغنى بها
0,هذا الطفل الفلسطيني أشرف العالم كله
0,homa 3ndhom fans wahmi hna fans dyal besah
1,الابتزازوزير العدل جمعيات حماية المال العام مغايبقاوش يرفعو شكاية المنتخبينوزير الداخلية عندو الحق يرفعها
2,ana man awil kant khayfa
0,الله يحميك ويحفظك لوالديك ويفرح قلبهم برجوعك
1,نظام شنكَريحة جعر المغرب كيبلوكي التقارب الدزايري الموريتاني وكنحذرو حرب فالمنطقة
1,contacti la parapharmacie houma yecher7ou lik hhhh
0,منتوج رائع وثمن مناسب جميل
2,ibtissam katfakerni f wahed khtii diima tab3inha mssayb o hiya maliha dakhl fihom hhhh katb9a fiya saraha
0,امرأة سياسية محنكةجديرة بالاحترام والتقدير
1,الاجتماعات بدات فإسبانيا مسؤولين كبار باش يوجدو لعملية العبور مرحبا اللي غتكون 15 15 سبتمبر
0,حبنا لك لن ينتهي،
0,تحية جميلة الدار البيضاء اجمل مدينة تطوان احبكم
1,مندوبية التخطيط الواردات تزادت بـ53 فالمية والصادرات بـ31 فالمية وها وضعية تمويل الاقتصاد الوطني
0,اسطورة
1,naryy kayn chi w7din f twittoma khsshom ghir 100
0,بفضلكم يستطيع المغربي أن يرفع رأسه العالم العربي يقول أنه مغربي
1,mashi nti li 9alt li ila chaft mouh nakaml wala la
1,mal9iti imta tnzali tweet ila lama nazltha ana
1,l okht ra kanakho mn 3ndk les tweetes o kan3awd nlouhehom 3ndi f safha diali momkin
0,هنيأ أحببتك الله
0,mbrooook zin dial lmghrib btwfi9 fl2val konti raw3a flpraime jtahdi wa ila l2amam o ghni khaliji
0,de rien hbiba kan9ol li f9albi ou f9alb lmgharba kamlin hna wahd
1,فمقال للسير ريتشارد أوتاوي تنشر ذا تايمز البريطانية  الصحراء عرفات ازدهار كبير وطفرة اقتصادية جهود بذلاتها المملكة
2,hhhhh bssah kolchi tatla b samsung
0,اشجع واحسن طيار الاحترام والتقدير له
1,rah a sahbti dik lmosab9a tayrbho ghir masriyin hadak l3am rabho ahmed gamal o carmen soliman
1,سفيرة مريكان فمدريد  واشنطن معندهاش علاق بتغيير مدريد موقفها قضية الصحراء
2,الله إزيد لموك لعداب عاى عداب شوهة صورة المملكة كاملة لخرج بلده إعول على كتافه ولمقدش إدرب ابيصر والمطيشة خوته المسلمين بارك بارك
2,makayn maydar makayn maydar ndiro video ta7na
2,الله ينعل اللي يحشم ماعندكش الوجه أبنعبدالله الانجازات ديال بنكيران اللي كنت كتدافع
0,انه منضر جد جميل
1,fo9ach momkin video plzzzzz
0,بنكيران سأصوت ادير جيم
2,نود الشمش اشمن مساندة منهار شفنا هاد بنكيران ماشفنا الربح ساندو اخويا بوحدك ماتقولهاش لينا انا شخصياً والله مامصوتاش
1,لمحاربة الفساد وحدة خاصة تدارت فرئاسة الحكومة باش تبع تقارير المجلس الأعلى للحسابات وها يشرف عليها
2,ach ban likom nbloqikom b3 hbitt had lfikra
0,hamdoulah ghir mli marb7ch btssfa9 comme certain ont volu
2,الشعب أعطى قلبه وروحه للبجدي وأما بن كيران أعطى قلبه وروحه لخادم الدولة للشفارة
1,salam nihad 3afak sawli ibtissam 3la video clip maghribia w aftakhir et merci
0,machi ghiir ntii ana awal mara nt3al9 b chi fenana lhad daraj
1,لامارين حجزات طن ونص ديال الحشيش فسواحل الحسيمة هازها زودياك
0,هل تم اخباركم طريق البريد اولا ام لا
1,aslan kayn ghr lmaghrib l3arabi o nwido hamwa
2,قلنا لكم هذ الأفارقة راهم يخافون يحشمو
2,fati plzzz 9ouli lhanan hta hiya tnssahab safi mab9inach baghyin ntfarjou fhad zmar aslan ma3amar lmaghrib yakhad la9ab
0,وأن حزب الاستقلال له تجربة وخبرة خلق مناصب الشغل أيام عبيبيس وزيرأ للتشغيل
1,chi ami f kech ntl9aw ndwzo chi w9ita bjoj wtsp 0650132241
0,هل أن الملك محمد السادس أحب الملوك والرؤساء شعبه ؟
2,depuis midi ya un seul truc dans ma tete mafya mannod njeffef rwina li dert lbareh
0,تبارك الله على الزعيم
0,فعلا،عودة الحزب للمعارضة ليست مشكلة ابدا لان لديه اتباع كثيرون جدا،ستفكر الحكومة اقرار شيء يستفز العدالة التنمية
2,فاحت فالتمثيل بقى لك السياسة انتي سيري لعلي باب داركوم
0,rah kandwi 3la mawazin okey zyonat
0,ملكنا محمد السادس الله ينصرو يحفضو لنا يبعد ولاد لحرام
2,هاذ الظاهرة لقيتها منتشرة اكادير تيزنيتوماخفي اعظم الثروة تقسم على المقاس هذا البلد
1,homa kano mwajdiin kolchii o lghawh wach ghay9adro y3awdo idiro chi haja o daba ba9i ma3arfin ta lwa9t lighatwssal fiih
0,الناس قراو باحديه مقطعه ونجحوا وراهم مناصب عليا الفقر ماشي عيب يسبب امراض نفسيه الفقر الفكري والمعرفي
0,beautiful la mamounia marrakech
0,ماكرون يشيد بجلالة الملك قمة وان بلانيت ساميت
0,تبارك الله عليه
0,انسان رائع جدا ومميز ومتواضع كنحماق عليك
2,wnti kadiri chi hwayj mawad7inch wkatfasri man rask akhti rah hchoma wlah l3adim onhar sabt ghaysali barnamaj et kolchi ghayban
1,drari deriyat ntla9aw m3a 23h f la boite jiiw nzahiwha kaynin rwapa 3zaaz 3likom nkhaliw dakshi mastor tatjiw otfahmo
1,hahahahahahaha ينشطوا oana narbah m3ahom hitach dak lvidoe ana li layho
2,slt goli l fans de hanane yaamlo hojoum ala tonibayeh bache yaatiw lhanane 2 chonson kol tolab khdaw 2 ila hiya
1,فمجلس الحكومة اليوم تعيينات جديدة فمناصب عليا بينهم مدير للتشريع فوزارة العدل
1,عاجل ورسمي الثلاثاء غيوصل باطو لميناء الخزيرات جاي طنجة
1,غيكون أفضل عاصرة زمن النبي محمد  حتا وكون عاصرتو كنت غنتمنى فديك لوقت متبان اليهودية  معرفتش ممكن أننا منذ ذلك الزمن نحن موجودون نحن إلا أرواح تغير أجسادا  والله أعلم
1,wayh dak xi li kayn wdak xi li kay3arfoo
0,bghit ghada tghaniiii waaaaa3
2,سؤال غبي جواب ذكي صليبي
2,أسي الثعباني طلعتي وحيتي الضرائب السيارات الدفع الرباعي ورجعتيها r4 ودابا بغيتي طمسنا كلمات
0,cheft lfilm dekhlo lih nass ca va kanet la salle 3amra chwia w 3ejebhom lfilm iradat dialo ma3raftch ma 3andich fikra
0,ana mn fan basouma raw3a maxalah
1,rah vocabulaire w lfhama 3la 9ed l7aal a khouya dakchi 3lach tal9ha tsre7 mskin
2,keri rah tle3 lia f keri dakchi elach kandkhel krora khrin hhhhhhhhhhhhhhhhhhh
0,لبـيك مــغربي المسلم
2,matwan ana maghribiya obahin sotak sir lah ighbar lik che9af plz ihtarim hanan khalik habob hta ndal nhibak
2,awddi awwdi mab9itfahmakoum la ntouma la souhaila katgolo haja o diro haja bssah hadak chghlkoum o had kht abbas hssabha m3aya
0,ماشاء الله اطلتك رااائعة تدفئ القلبوتنعش الروحرغم صقيع فصل الشتاءلكن اين ابتسامتك الجميلة سعدوش القلب؟؟
1,wayiiiiih ana khft 3lih ghir ytsta7 m3a l7ayt hhhhhhhhhhhhh
0,نفس الملاحظة وان شاء الله غنصوتوا على بنكيران فضد امهم
2,فكرة نشاة صندوق التكافل فكرة خاطئة املتها ضرورة الانتخابات اذا ارادت الحكومة الحالية ان تخرج البلاد التخلف فعليها ان تخلق مناصب الشغل
1,خاص حرب رئاسة النيابة العامة على الفساد متواصلة 216 شخص طيحهم الخط المباشر متلبسين برشاوي وآخرهم مقدم وأعضاء جمعية وطبيب
1,oui pls of course dial lmghrib ra7na account mghribi lash anpostiw 3la country okhra
2,تبكي والميدان السياسي أصبح كسوق لبيع المواشي ومنافسه يشتري المواشي بثمن بخص بصراحة دخول إلياس الميدان السياسة رحمها الله
1,الكَيرا فأوكرانيا انفجارات كبيرة قلبات منطقة بيلكَورود الروسية اللي على الحدود وكييڤ سيطرنا على ديال البلايص فيها
2,شطحات الكوكوطت مينوت والبيتزا وقلة الحشمة
0,tahiya mini ilak min 9alb ilmaghrib li ahla 3alam binmout fikom lebanon w lmaghrib wahid
0,suite w bghit ihab yti9 frassou w fjomhourak lakbir ihab khtar chi moudir a3mal llli ywasslak l3allamya raka malik l2i7ssass
1,بأمر التامك المندوبية العامة لإدارة السجون 22 أونكيط ميداني فـ2021
1,مشروع استثماري كبير يخلق مناصب شغل ويخفف الشوماج فالرحامنة
0,لتغيير منيب
2,ديوتي بامتياز نعلك الله ستر مونيكتك الله امسخكم
0,باه مرضي ولدو داه لبلاد الخير دخلو لاحسن مدرسة
2,lbnat bach maychghlonach 3la lmossaba9a dak lfans li tayhajem daba diro bolquer signaler o thnaw daba machi w9t lhdra
1,الأزمة خوات الميزانية تكلفة دعم المواد الأساسية غاتفوت 32 واخنوش زدنا 15 للمقاصة للحفاظ على استقرار الأسعار
1,3ndk lha9 khas wahd ykon ms2ol wytklf way3ti jadwl kol nhar
2,لعنة الله عليكم وعلى هد الصفحة الصهيونية أنتم ظدإسلام مجرمين عليكم عاهرة
0,شكرا لك لانك قلت فخر المغرب ولم تقل فخر العرب لان اكبر حسادنا العرب
2,ghir djaj dayr 15 dh l kilo w houma masawyinhach
1,fathin ni9ach blabiya hhh hadi whda makhalt la ibtissam la abdsalam o hadra khayba onass sayma
0,الله يوفقك يا بنكيران ينصرك
1,ykhlliw l3rasat w dakchi lakhor li 3aych bih cha3b y7iydoh
2,يبقى ذي مصداقية يغض الطرف الفاسدين متواطئ
1,lah msha amal l kan 3ndy
0,لأنه بكل بساطة رئيس الحكومة يعتني بمعاق بيته جعله الله ميزان حسناته
0,موت موت يالعدو الملك عندو شعبو
2,لمن سينسب الأطفال المترتبين هذه العلاقة الفاسدة؟
2,هذه بداية الحزب هذا خطط له المخزن الدولة العميقة
2,howa dyal 3enza ana dayralih bloc
1,kayna chi tari9a bach nsawat bzaf dyl marrat
1,حق الشفارة والمجرمين تأسيس جمعيات للدفاع عليهم متهم فكازا بالنصب على آل بن لادن وجات جمعية حقوقية كدافع عليه
1,بعدما دعمات ميريكان وألمانيا والصبليون المغرب اجتماعات على مستوى عالي فالرباط لتنزيل الجهوية المتقدمة وتطبيق الحكم الذاتي فالصحرا
1,تقرير إسباني  سدان الحدود أثر سلبيا على العمالة المنزلية فمليلية بنسبة 80 المية
1,الكلاب الضالة رونو مراكش العمدة المنصوري طوات هاد المشكل وها الحلول  تصاور
0,شكرا أستاذنا الفاضل هاى هذه التوصيحات المدققة العملة الرقمية البيتكوين
1,ضحايا إرهاب البوليساريو فكناريا  خاص الجبهة تعترف بجرائمها وتعوض الضحايا اللي تخطفو وتغتالو
1,زويتن اللي فطيارة بريفي لميلانو فلوس فيستيفال فاس مزال ماسالاتش المرافعات تستامر لشهر الجاي
0,عـَـانَـق طيفُـهُ قلـبـي
0,shine bright like a bola dial tmanine ryal place jema elfna
1,plz sawri dak video dyal hadok li kigolo hanane imta hato molah chi 22 semaine hhhhhhhhh
0,وعندك توريها ن سعد يبقى يعاتبك تشوفي ولاد ولادوا
2,hhhhhhhhhhhhh awili a3ibad lah had lklbat mnin khrjolina chwhona hado bayna hta hed mahachahalihom
1,yak ghir 3otla b3da hhh
1,lbnat 3awnoni ntalbo man rachid show ijibha rah daba safi ghathdar lsahra f 2m
2,ماذا نستفيد هذه القناة التي تقتات اموال الشعب الرداءة والمسلسلات التافهة والبرامج الحامضة
0,اشرف يرفع لقب مغربي عالمي رسالة واضحة بانه يرفع لقب روسيا
0,7biba dyali betissem 7na bgina social media plzz rah twa7achnaaak bzaaaf a3amri rah les fans mab9awsh kaydaklo
2,2me au monde f sida b2i7sa2iyat mn maw9i3 mwtoo9 jonod d franca kano fach kaysaliw jmiii3 ljamajiim d jdoodek knao kaydozo ldyoor y7wiww jdaatkoom wmawatkoom 1000 dar da3a f l3asima morkhasa momtila 2iba7iya mn bladk li t2sat 1962 dat a7sen p or ns tar
2,هاد الأسئلة الله المستوى كتمشيو تضحكو بها على ناس مقاريينش وتضحكو فيهم الناسالله يهديكم على نفوسكم
1,مسرحيات نظام عسكر الدزاير مزال متواصلة الوزيرين اللولين سابقا أويحي وسلال ضربوهم بالحبس النافذ
1,استنفار أمني فباب مليلية المواطنين فالناظور خرجو كيتسناو السلطات تفتح المعبر الحدودي  تصاور
2,ابتزاز مفضوح
2,لاعب استعراضي اقل اكثر
0,الوداد اكبر فريق المغرب
0,الله معاك ا منيب
0,أطال الله عمرك إن شاء الله ولاية ثانية
2,قناة الرذاءة بامتياز أين المثقفون والنخب والله حشمتونا بتحقيقاتكم الرذيءة العادة السرية ومرة تشجعون على الفاسد افسدكم الله اين ذووو الألباب فلبالد
0,saad melli nta lli m3ana machi bellagh slami l lalla nezha o 3tiha bosa kbiraa knbghiha bezaf melli kant sghira
0,واصلي اختي نحن انتظار فيديو اخر
2,ga3 hakdak ms fans kaystamd l9owa mno iwa howa wslatlo l3dem oklamna makaywsloch ohowa 3ya ohoma kaylm3o li bghaw nb9aw nchofo
1,ila b9ayto 7adinhom tstaw wa rah wa5a tchad tayara o tji 3ando la galoha zuina ana ra maghribiya o 3arfahom hadok ma3rofin
0,نظافة يدكم يشهد به الخصوم الأصدقاء
2,takhalof ahbiba howa li fik hit nti ma3arfanich 3laman kandwi omol faz ki9faz
2,اليهود ابتعدعوا وبالغوا يسمى الهلكوست وفق احصاءيات خبراء وعلماء دول كبرى
2,هاد العتماني شخصيتو ضعيفة ومصالحش يكون رئيس الحكومة
0,hbiba sawto fe malikat jamal rah kayna hamla
0,مصلحة البلد تتجاوز خطأ بنكيران الغير المقصود عقلك تفهم
1,installa liha noyau os jdid khalla ghir linterface utilisateur
2,تقول الصرف الصحي مبقاء عندكم ميتقال
0,اطلب العلي القدير ان تكون بردا وسما على المغرب واهله وان تكون فرحا وربيعا بهيجا وخيرا وفيرا
2,الشروط والقوانين السياقة وأين التطبيق القوانين السياقة حرب الطروق المملكة تقثل الرواح باهيضة
0,mareheba ghir machi heta yekharoj 3ad ntalbou bih inchaallah
0,niahahahahahah l malyooon 6 l ndir ma beghiute ahla jaych tiskaaaaaaatii
1,العيد الكبير قرب وزارة الفلاحة لمليح موجود وبصحة مزيانة
2,أمريكا بلد العنصرية والقذارة فعلا اشمئز شعبها ذا الأغلبية القذرة
0,ihab hna tabnriwk bzaf chrfti lmghrib ahsan tchrif nta rir jtahd ktr brinak lfinal w khli lba9i 3la ljaych ihabi salami lhaydi
1,الرشيد تنزيل الجهوية المتقدمة فالصحرا غتكون نتائج إيجابية على الساكنة المحلية وعلى الإقتصاد الوطني
1,nn maghatkonch ghir galha mn rasso
1,bonjour les marrakchis tayana li bani bitouu
2,احنا مالناراكم حرب يضربوكم بالشكلاط
0,بن كيران رجل تقة بامتياز بغتو اولى كرهتو
1,hydi l9fl ndir rt o rdih
0,ماشاء الله على هذا الصوت
1,راعي ا تيفوت رمضان
1,تصعيد جديد لـأساتذة الكونطرا الوزير بنموسى كنتأسفو لهاد الإضرابات اللي تأثر بشكل سلبي على التلاميذ وخاصة فالعروبيات وها رسالتي ليهم
0,ترامب البروفيسور منصف السلاوي للإشراف على تطوير اللقاح  لمغاربة حصلو فواش نقولو له مغربي أمريكي بلجيكي مغريبي مغريبي بلجيكي أمريكي أمريكي مغربي بلجيكي
2,الجهل يدفع الكثير اللهث وراء الأوهام هؤلاء يستهدفهم المحتالين
0,نريد الدكتورة نبيلة منيب رئيسة للحكومة
1,وزير خارجية اسبانيا يزور مراكش الشهر لحضور اجتماع التحالف الدولي داعش
2,كدب على امك
2,la 7awla wla 9owata illa billahi l3aliyi l3adeim ma hada lmostawa li wassalna lih
1,نايضا فالبرلمان على 400 عطات وزيرة السياحة لجوج مكاتب دراسات باش يوجدو قانون المعارضة للحكومة الامانة العامة الحكومة معطلة؟
1,salam laykhalikom bghitkom taawnoni ana halti daifa omafhalich oaandi banti mrida bmarad mozmin aandha lma faras 00212633136210
1,الكَيرا فأوكرانيا غادية وكتزيد تشعل القوات الروسية دخلات على اوزين آزوفستال المعروف فـماريوبول وقصف مجهد البلاد
1,safi ana ndir tof souhila o nktb algerie o nbda nsb f ihab ach ban lk daba machi sahla ntmna tfhmo o tchofo kass mlyan
2,7chouma 3lik mskin tl9ayh mkbout f 7yato hna fin kayl9a ra7to f ta3bir lkhamej o kay7s rah rajl surprisrah machi hia hadi rojla
1,madwiwwch m3a had khaytii pllz hna 3andna bhal saad bhal bassouma khaliwha tart9
0,على حلاوة دك الدلافين بصحتييك
0,hadi kayna lbasata wtawado3 wljamal
0,bghrina video tghani li aghani twahchna nsm3o soutak
2,االله يرزقنا موتا مستورة ياربي
0,اتمنى ان ارى بلدي المقدمة مادام لدينا خبراء محليين ارادة ملكية لتشجيع الشباب البتكوين قادم فلنستعد بننضره ليسقط انما يحلم كما الكاتب سبق ان تمت محاولة منهه
1,حموشي للشمال دشن مقر أمني جديد فطنجة
2,شعب مقدرج ومحترمج منطيج الحريه اللي العرب خلوج تحلمين بيها درجه هاجرتي لامريكا علمودها ليش هل التصرف عوفي هاي السيره وعيشي حياتج
1,hhhhhhhhhhhhhhhhhhhhhhhh wa ollah hta qal chaine fyoutube wach maty9toch
1,كسيدة خايبة وقعات لمدرب نهضة بركان تقلبات بيه الطوموبيل مطار وجدة
1,العدل والإحسان إنزال فبرنامج دولي دارتو bbc لأول فالرباط بحضور وزير فالحكومة الجماعة العبادي مداخلة يبين ناشط سياسي معارض وهاجم المغرب وضرب فمؤسساتو
1,khasso ykon admen li tikon dima fe twit ou khass ayi wahedychawoh som3a dial fans bety igol kolchi idir lih bloc
1,عامل سطات للمستشار البلطجي 10 أيام باش يجاوب على الفوضى وكلام الزنقة قالو فدورة المجلس البلدي
0,lmghrib kaml kayhma9 3lik lt3
2,hhhhhhhh hit lahja wejdiya 9riba ljazaeriya dak chi 3lach ki9olo hna maghribiyat wejdiyat khanzawiyat
1,wlity baghi tjri 3la lmoutawakil w t9lbha sport
1,hbiba ana nsayb des compte hotmail ola gmail o tweeter o nti tssawti hna o f mima mtaf9a m3aya
1,المستفيدين الطرونسبور سكولير فالعروبيات فات 443 ألف تلميذة وتلميذ بنموسى تزاد بـ12 فالمية وها شنو وجدنا برسم ميزانية 2022
0,oui dakchi li kayn hit howa li kayb9a m3aha kaychofha malha o lwahid li kayhs biha
2,ana cheft libdat mochkil machii maghribiya o wehda zadet liha fih maghribiya dommage cheft klamhom ghir mssawer
0,timooo 7abibiiii 180 daraga hatkasssaar doniaa akeeeed  kanbghiiiiik w rabena ywafa2ak yarab f kol 5atwa bte5teha
2,تحياتي للوداديين محب رجاوي هانية كورة خسران ورباح ديال الله تحياتي لبيضاوة لحرار
0,plzzzz sa3dina b taswit l ibtissam tiskatt
1,3lach zadto fi dayler
2,للاسف الدولة اعطت الاولية والاهتمام بابناء الخونة ،،
1,rah kanet dayra lih follow o 3anda mouchkil f insta m 9bayla o hiya follow unfollow
1,exactement 7ta galte li noud 3la slamtek
0,kan t7no f revo ou kan tero f judo
1,7na asslan la3bin ghir 3la alba9a2
1,الكَيرا فأوكرانيا روسيا ضربات البارح أكثر 90 وقتلات 500 عسكري والأمين العام ديال الأمم المتحدة غيتلاقى بوتين
0,تركت المغرب البكالورية لادرس اعيش بعيدا البلاد الحمد لله
1,hhhh la9labtiha sawroni o ana na3as
0,tbogisssa chi haja kaynaa fay9a m3a sbahh ntmana lik nhar mobarak said thaly f rassek ou matghabrich
2,لقد فعلوها اسياده التونسيون واقتطعوا للوزراء والنواب وقلصوا الوزراء ولم يقتطعوا للموظفين كما فعلها ابن كيران هؤلاء خدام الدولة التونسية
1,hhhhhhhh la ana kankhalii 3ndha wnssift lia li7tiyat wajiib hhhh wkanb9a tahoma ndirlihom m3aya chi marat hhh
2,تبت يد حكام العرب تب اتباعهم المعتوهين
0,inshalah isahel lik molana tri9ak o dir l7afalat f ga3 lblayis li tmnitio f misr 3lach la
2,achmn fen ra ghir bgha iban chwia
0,hhhhhhh zwina hadi ana laa tankhdem bl39el machi mthawra
0,السلام عليكم سيدي رئس حكومة الرجل النيزه الدي صدق وعد مناهج صندوق الدعم التماسك الاجتماعي كلها جيد خلال عرقلة نصار لشئم لصناديق التقاعد متمثلين نقابات هيهات جد متفائلة فوزك على حكومة سوف أضل أدعمك النهاية واصل ليهمك شيء الشعب يحبك جدا ياعميد مرجعيات الدينية المعرب ياوجه الخير على الشعب المعربي
2,mostawa ta7t sefr fin baghin tdl nafskom atkar ya jazayriyat blok blok had sa7btna mal9at maydar siri t9ray siri
1,salam alaykom chkoun joueur li ban likom bayn ghadi y3ti meziane f koura had l3am
0,وتحية الأسود الأطلس ووفقكم الله مونديال روسيا 2018
1,soura lya w t3li9 likoom hadi ga3 ana li sdmatni
1,ikoun hada howa new logo dyalna exo ship saga exo parallel universe
2,maystahlakch diri m3ah chi photo wllah hit hwa machi bhalak fi akhla9
0,هههه وكأنكم تمهدون الطريق للجرار بنكيران او حزبه على اقل أشرف احزاب اخرى
1,3lach katzido m3a wsakh hadra tkon maghribiya olalibghat ra 3talah madlolat
1,carti wla uzi wla bjouj hhhhhh
1,موقفها الجديد ملف الصحرا ودعمها للحكم الذاتي نظام العسكر فالدزاير مزال مصدوم نراجعو الإتفاقيات إسبانيا
0,akid hna m3ak dakhil o kharij barnamaj o lah iwaf9ak
2,ojawbatp laila ghofran 9altlih 3ib ya fanan lmohim mayk 3lih 5alina hanyin mn sda3
2,bhalk kanbloquihom soltana hanannaaaaaaaaaaaaaaaaaan hya lwahida li katmtel lmghrib l3arbi fa9at
0,أقــسـم بـالله العـلي العـظيـم أن أبـقـى وفـيا لـمـلـكـي ولــوطــنـي
1,binissba ll mohajabat diri a kawtar chi haja 3la li bala hijab
0,بحبك يانجمه
2,هسبربيس مدعمة طرف حزب الأصالة والمعاصرة بنكيران
2,اظن ان الشعب المغربي يتابع برامج 2m الافظل اغلاقاها ولكم واسع النظر
0,تحية احترام للسياسي المناضل يقول الحق لو مراتحية خالصة لرجل السياسة بامتياز السيد عبد الاله بنكيران المغربي البسيط تعبيراته مقابلاته الشيء الذي يروق لاصحاب البريستيج البروتوكولات الخاوية اصحاب البطون الممتلئة بأموال الشعبليس المهم ان تبقى أمينا لحزب تغيرت جل معالمه التي عهدك عهد سبقوكالاهم انك أخيرا سترتاح تواجدك بمكان لن تكون الكلمة لك لن تؤخد قرارتك بعين الاعتبار
0,merci samiiiiiiiiiiiiiiiiha love uuu w hadi hya akhla9 ljaych tiskati wlii gaay ahla
1,o ibtissam khassha twat9 hssabha f a9rab forssa
2,hasbiy alah wani3ma lwakil lah yakhad fih l7a9 lkarahiya wla7sad 3in bnadam 3ib mabanat lih ghir mamat btisam
0,yarab amin chokran akhoya l3aziz
2,maw9i3 mafih larebh la walo khalihom ghaytssadmo f lakher matb9awch tssawtouu
0,مزيان
0,شاء الله ربنا يوفقك
1,تفكيك ريزو كيشفر كابلات النحاس فكازا منهم مستخدم فشركة وها شنو لقاو البوليس
2,سبب افساد دوزيم الافلام الاباحية وافساد المغاربة بنات نساء الشيوخ الكبار فيرفعون اكفهم للدعاد على ميمات ميم الاولى مغرب وميم الثانية مصطي
1,daba wach le 20 fri ou pas
2,البلطجية والشفارة بنادم كاتقاتلو بيناتكوم أش السلطة دير كاملين خاسكوم الحبس
1,أخنوش برافو للمنتخب الوطني وللمغاربة والرباح الكونكَو مهم ومستحق كيشرف بلادنا
1,شغب الكرة ضرب عاوتاني كازا اعتداءات وزريكَ الحجر وتدخلات أمنية طيحات 7
0,haahaha hta ana chdatni lkhel3a bzaaf lmhm mada3ch tswit dyalna hakak
0,wa79reeeb bzaaaf kont kancheeed biha stoooon wlkn rak 3arf dik lperiod dlibtida2i kolha tms7at liya
2,قبح الله ال سعود
0,m3loma bhal hadi li kent baghi nt2ked menha hhhhhhhhh wa3ra hadik smiya d sa3a miya dkiya xd
2,الصراحة هاته القناة لم تاتي باي شئ يفيد المغاربة كلما شاهدتها اجد الاغاني الرقص الماجن مسلسلات تركية
2,لعنة الله عليكم يا إعلام المجاري  نفع مثل هذا الخبر إشهار الفسق الفساق
1,الالاف فمظاهرات حاشدة بباريس للمطالبة باستقلال القبايل أكسيل القيادي فحركة الماك لـكود احتجاجات كبيرة وناجحة وموعدنا 20 فالقبايل الاعتقالات وتعذيب القبايليين
2,بكل يحز نفس الانسان ان ترى الصيادلة يتهافتون ويتملمون هتمش الربح بحجة ربح ضئيل ويتناسون بانهم يمصون دم المغاربة ويزيدينهوم معاناة
2,howa li timchiw 3ad sa7afa ou ti 7archohom bi dafi3 alwataniya hadchi kamal bach ikhassro ihab jomhor ta3o
2,زيت مقلدةاين لجنة المراقبة لضبط هذه الزيت المشبوهة لايقع لها للاضحية والمستهلك الضحية
0,المزيد التألق زيدي نجاحاتك لازيد فخري بك احبك نجوى
1,nonooo ina rifia raha sakna f rbat ghi aslha man nado w kathdr ac ihab darija normal
0,كنا جيلا زلنا نستمتع باغاني الزمن الجميل شيء جميلا
1,hiya 3arfa ach kadiir machi nti wla ghirak ghaywriha siri akhti tswti rah fatona baraka mn hdra lkhawya
1,الباريس المغرب وإسبانيا بداو مرحلة جديدة فعلاقاتهم الثنائية
2,3lax katjibo takhalof dyalkom ltwitter dyal hanan
0,ربنا يوفقك ي اابو صلاح
0,مبرووك فيسكا برسا
1,كوروناالمغرب خلال ال24 ساعة الماضية تم تسجيل  190 حالة إصابة جديدة  المجموع  3758 حالة مؤكدة 30 حالات شفاء  المجموع 486 حالة شفاء 3 حالات وفاة  المجموع  158 حالة وفاة
2,التطرف والارهاب مزروع بداخلهم وما نراه ونسمعه المظاهر الصريحة والشاهدة على ذلك
1,hya mafkhbarha walu mhad chi w kulhum kay3rfuha katbghi dunia o bzf dima kat9olha
0,فستركعون لاسيادكم عاجلا ام اجلا فالمغرب لم يخسر شيئا امامكم لانه ارضه وعلى ارضه شئتم ام ابيتم مات الحوت
1,الكَيرا فأوكرانيا الرئيس زيلينسكي توصلنا بالسلاح حلفاءنا وروسيا اعتارفات بمقتل عسكري وآخرين الأثر
