tweet,label
شكرا أستاذنا الفاضل هاى هذه التوصيحات المدققة عن العملة الرقمية البيتكوين',0
"ضحايا إرهاب البوليساريو فكناريا : خاص الجبهة تعترف بجرائمها وتعوض الضحايا اللي تخطفو وتغتالو,",1
"حريرة زويتن اللي مشا فطيارة بريفي لميلانو من فلوس فيستيفال فاس مزال ماسالاتش.. المرافعات غادي تستامر لشهر ماي الجاي,",1
عـَـانَـق طيفُـهُ قلـبـي .',0
shine bright like a bola dial tmanine ryal place jemâa elfna,0
plz sawri dak video dyal hadok li kigolo hanane imta hato molah chi 22 semaine hhhhhhhhh,1
وعندك توريها ن سعد يبقى يعاتبك حتى تشوفي ولاد ولادوا',0
hhhhhhhhhhhhh awili a3ibad lah had lklbat mnin khrjolina chwhona hado bayna hta hed mahachahalihom,2
yak ghir 3otla b3da hhh,1
lbnat 3awnoni ntalbo man rachid show ijibha rah daba safi ghathdar lsahra f 2m,1
ماذا نستفيد من هذه القناة التي تقتات من اموال الشعب سوى الرداءة والمسلسلات التافهة والبرامج الحامضة ',2
اشرف يرفع لقب مغربي عالمي رسالة واضحة بانه قد يرفع لقب روسيا ',0
7biba dyali betissem 7na bgina social media plzz rah twa7achnaaak bzaaaf a3amri rah les fans mab9awsh kaydaklo,0
2ème au monde f sida b2i7sa2iyat mn maw9i3 mwtoo9 jonod d franca kano fach kaysaliw jmiii3 ljamajiim d jdoodek knao kaydozo ldyoor y7wiww jdaatkoom wmawatkoom 1000 dar da3a f l3asima morkhasa momtila 2iba7iya mn bladk li t2sat 1962 dat a7sen p or ns tar,2
هاد الأسئلة سبحان الله تحت المستوى كتمشيو تضحكو بها على ناس مقاريينش!!! وتضحكو فيهم الناس..الله يهديكم على نفوسكم',2
"مسرحيات نظام عسكر الدزاير مزال متواصلة.. الوزيرين اللولين سابقا أويحي وسلال ضربوهم بالحبس النافذ,",1
"استنفار أمني فباب مليلية.. المواطنين فالناظور خرجو حتى هوما كيتسناو السلطات تفتح المعبر الحدودي – تصاور,",1
ابتزاز مفضوح',2
لاعب استعراضي لا اقل ولا اكثر',2
الوداد اكبر فريق في المغرب',0
الله معاك ا لا منيب,0
أطال الله في عمرك إن شاء الله ولاية ثانية',0
قناة الرذاءة بامتياز ولكن أين هم المثقفون والنخب والله حشمتونا بتحقيقاتكم الرذيءة مرة العادة السرية ومرة تشجعون على الفاسد افسدكم الله ولكن اين ذووو الألباب فلبالد',2
saad melli nta lli m3ana machi bellagh slami l lalla nezha o 3tiha bosa kbiraa 😘 knbghiha bezaf melli kant sghira☺❤️,0
واصلي اختي نحن في انتظار فيديو اخر :)﻿',0
ga3 hakdak ms fans kaystamd l9owa mno iwa howa wslatlo l3dem oklamna makaywsloch ohowa 3ya ohoma kaylm3o li bghaw nb9aw nchofo,2
ila b9ayto 7adinhom tstaw wa rah wa5a tchad tayara o tji 3ando la galoha zuina ana ra maghribiya o 3arfahom hadok ma3rofin,1
نظافة يدكم يشهد به الخصوم قبل الأصدقاء.',0
takhalof ahbiba howa li fik hit nti ma3arfanich 3laman kandwi omol faz ki9faz,2
اليهود ابتعدعوا وبالغوا في ما يسمى ب الهلكوست وفق احصاءيات من خبراء وعلماء من دول كبرى',2
هاد العتماني شخصيتو ضعيفة بزاف ومصالحش يكون رئيس الحكومة',2
hbiba sawto fe malikat jamal rah kayna hamla,0
مصلحة البلد تتجاوز خطأ بنكيران الغير المقصود . كبر عقلك تفهم.,0
installa liha noyau os jdid khalla ghir linterface utilisateur,1
غدا تقول الصرف الصحي مبقاء عندكم ميتقال',2
اطلب من العلي القدير ان تكون بردا وسﻻما على المغرب واهله وان تكون فرحا وربيعا بهيجا وخيرا وفيرا.',0
الشروط والقوانين السياقة. وأين التطبيق القوانين السياقة. حرب الطروق في المملكة تقثل الرواح باهيضة',2
mareheba ghir machi heta yekharoj 3ad ntalbou bih inchaallah,0
niahahahahahah l malyooon 6 l ndir ma beghiute ahla jaych tiskaaaaaaatii,0
"العيد الكبير قرب. وزارة الفلاحة: لمليح موجود وبصحة مزيانة,",1
أمريكا بلد العنصرية والقذارة فعلا اشمئز من شعبها ذا الأغلبية القذرة',2
ihab hna tabnriwk bzaf chrfti lmghrib ahsan tchrif nta rir jtahd ktr brinak lfinal w khli lba9i 3la ljaych ihabi salami lhaydi,0
"ولد الرشيد: تنزيل الجهوية المتقدمة فالصحرا غتكون ليه نتائج إيجابية على الساكنة المحلية وعلى الإقتصاد الوطني,",1
nn maghatkonch ghir galha mn rasso,1
bonjour les marrakchis tayana li bani bitouu,1
و احنا مالنا.راكم ف حرب واش بغيتو يضربوكم بالشكلاط ',2
بن كيران هو رجل تقة بامتياز بغتو اولى كرهتو,0
hydi l9fl ndir rt o rdih,1
ماشاء الله على هذا الصوت ',0
راعي شوية ا تيفوت رمضان 😂😂😂,1
"تصعيد جديد لـ”أساتذة الكونطرا”.. الوزير بنموسى: كنتأسفو لهاد الإضرابات اللي غادي تأثر بشكل سلبي على التلاميذ وخاصة فالعروبيات وها رسالتي ليهم,",1
"ترامب عين البروفيسور منصف السلاوي للإشراف على تطوير اللقاح , لمغاربة حصلو فواش نقولو له مغربي ولا أمريكي ولا بلجيكي مغريبي ولا مغريبي بلجيكي أمريكي ولا أمريكي مغربي بلجيكي.",0
الجهل يدفع الكثير الى اللهث وراء الأوهام. هؤلاء هم من يستهدفهم المحتالين',2
نريد الدكتورة نبيلة منيب رئيسة للحكومة,0
"وزير خارجية اسبانيا غادي يزور مراكش الشهر الجاي لحضور اجتماع التحالف الدولي ضد داعش,",1
وا سير كدب على امك',2
la 7awla wla 9owata illa billahi l3aliyi l3adeim ma hada lmostawa li wassalna lih,2
"نايضا فالبرلمان على 400 مليون لي عطات وزيرة السياحة لجوج مكاتب دراسات باش يوجدو قانون.. المعارضة للحكومة: واش الامانة العامة الحكومة معطلة؟,",1
salam laykhalikom bghitkom taawnoni ana halti daifa omafhalich oaandi banti mrida bmarad mozmin aandha lma faras 00212633136210,1
"الكَيرا فأوكرانيا غادية وكتزيد تشعل.. القوات الروسية دخلات على اوزين “آزوفستال” المعروف فـ”ماريوبول” وقصف مجهد شرق البلاد,",1
safi ana ndir tof souhila o nktb algerie o nbda nsb f ihab ach ban lk daba machi sahla ntmna tfhmo o tchofo kass mlyan,1
7chouma 3lik mskin tl9ayh mkbout f 7yato hna fin kayl9a ra7to f ta3bir lkhamej o kay7s rah rajl surprisrah machi hia hadi rojla,2
madwiwwch m3a had khaytii pllz hna 3andna bhal saad bhal bassouma khaliwha tart9,1
على حلاوة دك الدلافين بصحتييك',0
hadi kayna lbasata wtawado3 wljamal,0
bghrina video tghani li aghani twahchna nsm3o soutak,0
االله يرزقنا شي موتا مستورة ياربي ',2
اتمنى ان ارى بلدي في المقدمة مادام لدينا خبراء محليين و ارادة ملكية لتشجيع الشباب. البتكوين قادم فلنستعد ومن بننضره ليسقط انما هو يحلم كما قال الكاتب سبق ان تمت محاولة منهه.',0
"حموشي مشا للشمال.. دشن مقر أمني جديد فطنجة,",1
شعب مقدرج ومحترمج منطيج الحريه اللي العرب خلوج تحلمين بيها الى درجه هاجرتي لامريكا علمودها ليش هل التصرف عوفي هاي السيره وعيشي حياتج',2
hhhhhhhhhhhhhhhhhhhhhhhh wa ollah hta qal chaine fyoutube wach maty9toch,1
"كسيدة خايبة وقعات لمدرب نهضة بركان.. تقلبات بيه الطوموبيل حدا مطار وجدة,",1
"العدل والإحسان دارت إنزال فبرنامج دولي دارتو BBC لأول مرة فالرباط بحضور وزير فالحكومة.. ولد امين عام الجماعة العبادي دار مداخلة بلا ما يبين راسو ناشط سياسي معارض وهاجم المغرب وضرب فمؤسساتو,",1
khasso ykon admen li tikon dima fe twit ou khass ayi wahedychawoh som3a dial fans bety igol kolchi idir lih bloc,1
"عامل سطات عطى للمستشار البلطجي 10 أيام باش يجاوب على الفوضى وكلام الزنقة لي قالو فدورة المجلس البلدي,",1
lmghrib kaml kayhma9 3lik lt3,0
hhhhhhhh hit lahja wejdiya 9riba ljazaeriya dak chi 3lach ki9olo hna maghribiyat wejdiyat khanzawiyat,2
wlity baghi tjri 3la lmoutawakil w t9lbha sport,1
hbiba ana nsayb des compte hotmail ola gmail o tweeter o nti tssawti hna o f mima mtaf9a m3aya,1
"عدد المستفيدين من الطرونسبور سكولير فالعروبيات فات 443 ألف تلميذة وتلميذ.. بنموسى: تزاد بـ12 فالمية وها شنو وجدنا برسم ميزانية 2022,",1
oui dakchi li kayn hit howa li kayb9a m3aha kaychofha malha o lwahid li kayhs biha,0
ana cheft libdat mochkil machii maghribiya o wehda zadet liha fih maghribiya dommage cheft klamhom ghir mssawer,2
timooo 7abibiiii 180 daraga hatkasssaar doniaa akeeeed ♥♥♥ kanbghiiiiik w rabena ywafa2ak yarab f kol 5atwa bte5teha,0
تحياتي للوداديين مع محب رجاوي هانية كورة فيها خسران ورباح كلشي ديال الله تحياتي لبيضاوة لحرار',2
plzzzz sa3dina b taswit l ibtissam tiskatt,0
3lach zadto fi dayler,1
للاسف الدولة اعطت الاولية والاهتمام بابناء الخونة ،،,2
rah kanet dayra lih follow o 3anda mouchkil f insta m 9bayla o hiya follow unfollow,1
exactement 😅😅 7ta galte li noud 3la slamtek,1
kan t7no f revo ou kan tero f judo🤡,0
7na asslan la3bin ghir 3la alba9a2,1
"الكَيرا فأوكرانيا. روسيا ضربات البارح أكثر من 90 بلاصة وقتلات 500 عسكري.. والأمين العام ديال الأمم المتحدة غيتلاقى اليوم مع بوتين,",1
تركت المغرب بعد البكالورية لادرس و اعيش بعيدا عن البلاد. الحمد لله,0
hhhh la9labtiha sawroni o ana na3as,1
tbogisssa chi haja kaynaa fay9a m3a sbahh ntmana lik nhar mobarak said thaly f rassek ou matghabrich,0
لقد فعلوها اسياده التونسيون واقتطعوا للوزراء والنواب وقلصوا عدد الوزراء ، ولم يقتطعوا للموظفين ، كما فعلها ابن كيران هؤلاء هم خدام الدولة التونسية,2
hhhhhhhh la ana kankhalii 3ndha wnssift lia li7tiyat wajiib hhhh wkanb9a tahoma ndirlihom m3aya chi marat hhh,1
تبت يد حكام العرب و تب و كل اتباعهم المعتوهين',2
inshalah isahel lik molana tri9ak o dir l7afalat f ga3 lblayis li tmnitio f misr 3lach la,0
achmn fen ra ghir bgha iban chwia,2
hhhhhhh zwina hadi ana laa tankhdem bl39el machi mthawra,0
السلام عليكم  سيدي رئس حكومة نعم الرجل النيزه  الدي صدق  وعد  كل مناهج في صندوق الدعم التماسك الاجتماعي كلها جيد في خلال عرقلة نصار لشئم لصناديق التقاعد متمثلين في نقابات  لكن هيهات أنا جد متفائلة من فوزك على حكومة سوف أضل أدعمك حتى النهاية واصل ليهمك شيء الشعب يحبك جدا ياعميد مرجعيات الدينية في المعرب  ياوجه الخير على الشعب المعربي',0
mostawa ta7t sefr fin baghin tdl nafskom atkar ya jazayriyat blok blok had sa7btna mal9at maydar siri t9ray siri,2
salam alaykom chkoun joueur li ban likom bayn ghadi y3ti meziane f koura had l3am,1
وتحية الأسود الأطلس ووفقكم الله في مونديال روسيا 2018. ',0
soura lya w t3li9 likoom hadi ga3 ana li sdmatni,1
ikoun hada howa new logo dyalna exo ship saga exo parallel universe,1
maystahlakch diri m3ah chi photo wllah hit hwa machi bhalak fi akhla9,2
هههه وكأنكم تمهدون الطريق للجرار بنكيران او حزبه على اﻷقل أشرف من اﻷحزاب اﻷخرى,0
3lach katzido m3a wsakh hadra tkon maghribiya olalibghat ra 3talah madlolat,1
carti wla uzi wla bjouj hhhhhh,1
"بسباب موقفها الجديد من ملف الصحرا ودعمها للحكم الذاتي.. نظام العسكر فالدزاير مزال مصدوم: غادي نراجعو جميع الإتفاقيات مع إسبانيا,",1
akid hna m3ak dakhil o kharij barnamaj o lah iwaf9ak,0
ojawbatp laila ghofran 9altlih 3ib ya fanan lmohim mayk 3lih 5alina hanyin mn sda3,2
bhalk kanbloquihom soltana hanannaaaaaaaaaaaaaaaaaan hya lwahida li katmtel lmghrib l3arbi fa9at,2
أقــسـم بـالله العـلي العـظيـم أن أبـقـى وفـيا لـمـلـكـي ولــوطــنـي,0
binissba ll mohajabat diri a kawtar chi haja 3la li bala hijab,1
بحبك يانجمه',0
هسبربيس مدعمة من طرف حزب الأصالة والمعاصرة وهي ضد بنكيران,2
لا اظن ان الشعب المغربي يتابع برامج 2m من الافظل اغلاقاها ولكم واسع النظر ',2
تحية احترام للسياسي و المناضل و من يقول الحق و لو كان مرا..تحية خالصة لرجل السياسة بامتياز السيد عبد الاله بنكيران المغربي البسيط في تعبيراته و حتى في مقابلاته الشيء الذي لا يروق لاصحاب البريستيج و البروتوكولات الخاوية و اصحاب البطون الممتلئة بأموال الشعب..ليس المهم ان تبقى أمينا عاما لحزب تغيرت جل معالمه التي كانت في عهدك و عهد من سبقوك..الاهم انك أخيرا سترتاح من تواجدك بمكان لن تكون فيه الكلمة لك و لن تؤخد فيه قرارتك بعين الاعتبار',0
merci samiiiiiiiiiiiiiiiiha love uuu w hadi hya akhla9 ljaych tiskati wlii gaay ahla,0
o ibtissam khassha twat9 hssabha f a9rab forssa,1
hasbiy alah wani3ma lwakil lah yakhad fih l7a9 lkarahiya wla7sad 3in bnadam 3ib mabanat lih ghir mamat btisam,2
yarab amin chokran akhoya l3aziz,0
maw9i3 mafih larebh la walo khalihom ghaytssadmo f lakher matb9awch tssawtouu,2
مزيان',0
ما شاء الله ربنا يوفقك',0
"تفكيك ريزو كيشفر كابلات النحاس فكازا.. منهم مستخدم فشركة وها شنو لقاو عندهم البوليس,",1
سبب افساد دوزيم هو الافلام الاباحية وافساد المغاربة من بنات .نساء الا الشيوخ الكبار فيرفعون اكفهم للدعاد على جوج ميمات ميم الاولى مغرب وميم الثانية مصطي ',2
daba wach le 20 férié ou pas,1
البلطجية والشفارة واش نتوما بنادم كاتقاتلو بيناتكوم أش بغيتو السلطة دير ليكم ، كاملين خاسكوم الحبس ',2
"أخنوش: برافو للمنتخب الوطني وللمغاربة كلهم والرباح ضد الكونكَو مهم ومستحق كيشرف بلادنا,",1
"شغب الكرة ضرب عاوتاني كازا.. اعتداءات وزريكَ الحجر وتدخلات أمنية طيحات 7,",1
haahaha hta ana chdatni lkhel3a bzaaf lmhm mada3ch tswit dyalna hakak,0
wa79reeeb bzaaaf kont kancheeed biha stoooon wlkn rak 3arf dik lperiod dlibtida2i kolha tms7at liya 😂😂😂😂😂,0
قبح الله ال سعود',2
m3loma bhal hadi li kent baghi nt2ked menha hhhhhhhhh wa3ra hadik smiya d sa3a miya dkiya xd,0
الصراحة هاته القناة لم تاتي باي شئ يفيد المغاربة بل و كلما شاهدتها الا و اجد الاغاني و الرقص الماجن و مسلسلات تركية',2
لعنة الله عليكم و عليهم يا إعلام المجاري ... ما نفع مثل هذا الخبر غير إشهار الفسق و الفساق ...',2
"الالاف فمظاهرات حاشدة بباريس للمطالبة باستقلال القبايل.. أكسيل القيادي فحركة الماك لـ”كود”: احتجاجات كبيرة وناجحة وموعدنا 20 أبريل فالقبايل ضد الاعتقالات وتعذيب القبايليين,",1
بكل صراحة اكثر ما يحز في نفس الانسان ان ترى الصيادلة يتهافتون ويتملمون عن هتمش الربح بحجة ربح ضئيل ....ويتناسون بانهم يمصون دم المغاربة ويزيدينهوم معاناة',2
howa li timchiw 3ad sa7afa ou ti 7archohom bi dafi3 alwataniya hadchi kamal bach ikhassro ihab jomhor ta3o,2
زيت مقلدة.اين هي لجنة المراقبة لضبط هذه الزيت المشبوهة حتى لايقع لها ما وقع للاضحية.. والمستهلك هو الضحية.... ',2
المزيد من التألق زيدي نجاحاتك لازيد فخري بك😍😍 احبك نجوى',0
nonooo ina rifia raha sakna f rbat ghi aslha man nado w kathdr ac ihab darija normal,1
كنا جيلا ولا زلنا نستمتع باغاني الزمن الجميل وكل شيء كان جميلا ',0
hiya 3arfa ach kadiir machi nti wla ghirak ghaywriha siri akhti tswti rah fatona baraka mn hdra lkhawya,1
"الباريس: المغرب وإسبانيا بداو من اليوم مرحلة جديدة فعلاقاتهم الثنائية,",1
3lax katjibo takhalof dyalkom ltwitter dyal hanan,2
ربنا يوفقك ي اابو صلاح',0
مبرووك فيسكا برسا',0
كورونا_المغرب خلال ال24 ساعة الماضية تم تسجيل : ☆190 حالة إصابة جديدة --> المجموع : 3758 حالة مؤكدة ☆30 حالات شفاء --> المجموع: 486 حالة شفاء ☆3 حالات وفاة --> المجموع : 158 حالة وفاة,1
كل التطرف والارهاب مزروع بداخلهم وما نراه ونسمعه احد المظاهر الصريحة والشاهدة على ذلك',2
hya mafkhbarha walu mhad chi w kulhum kay3rfuha katbghi dunia o bzf dima kat9olha,1
فستركعون لاسيادكم عاجلا ام اجلا فالمغرب لم يخسر شيئا امامكم لانه في ارضه وعلى ارضه شئتم ام ابيتم (مات ليكم الحوت)',0
"الكَيرا فأوكرانيا. الرئيس زيلينسكي: توصلنا بالسلاح من حلفاءنا.. وروسيا اعتارفات بمقتل عسكري وآخرين غبر ليهم الأثر,",1
دموع بنكيران في العلرائش تقبلها ذماء المواظفين البسطاء في ساحة الرباط لعبة الله عليك أيها المسيح الذجال,2
machetinich ana kan9aleb 3la tilifoni wana kantwiti bih,1
لكن طفلة عمرها 5 سنوات ماذا تفهم عن ترامب و السياسة و فلسطين حت تجعلوها ترفع شعارات سياسية !!!',2
تستحق اكثر من ذلك ..انت نموذج لكل لاعب مصري يفكر في الاحتراف اوروبيا',0
manjawbkch akhti kol wahd fihum khda li ystah9 o 3tader oref b çimt lmgharba,1
عن اي دبلوماسية روحية تتحدثون ؟ ',2
metro ou 77 cm baraka 3liya ana yak hadik li 3ajbani sghir menni 7ouwa lmouhim,1
jai assisté 2 fois a casa w dakchi kaydouz mzyan f les villes,0
هههههه وا هداااا عليا عاوتاني معرت,1
.. فيقوا يا عرب كفا من التخلف',2
الطمع والغرورر بنادم طماع على الوهمالمجتمع لم يعد يثق في القاة و المحاكم ',2
اضافة الى هذا فالمغرب بلد يمنع كل شيء له علاقة بالحرية والكرامة والعدالة للمواطنين والمواطنات. ',2
اغبى شعب فالعالم دابا هذا سؤال 😂😂😂 كون غير سولو على الجماجم الجزائرية لي مزالا في فرنسا',2
"شحنة ديال القرقوبي ضبطات فالمحطة الطرقية بتطوان,",1
"هاد المرحلة صعيييبة ديال يكون عندك ومن بعد تخسر مالك , خاصة على لوليدات الصغار لي كيكونو تزاد فالنور ومعرفوش معنى الظلام.",2
الموت لبنكيران,2
khti mmalki ntiya fatana hta lhaad darajaa fin chftih kidhk 3lihom howa dima ki3amlhom mzian khalik ghi f hanane obaraka,2
oliki9olou nazlin seban f dounia 3and douzi mn fans ibtissam ghir kikharb9ou hna t3awdna fenana mgharba kit3ayro,1
الف الف مبروك لكل المغرب المغرب العربس ولكل الوطن العربي ب',0
dounia b khayb haydouh mn groupe omat3tabrohch mn fans ibtissam,2
soka hbibti nmoto fik o nchalah tcharfina o slmi liya 3la ihab o hanon o mohamed saad o gani lmen nchki,0
عائلة جميلة جدا',0
وفقة عفاف كنتمنى ليك كل خير 👍👍👍﻿ ',0
f khatrek hadi d wakha aram walakine hania d,1
wndirr mabghitt mn lhadra ana 3yit dima sabra wnkhabi 3omri machkitt,2
مساكين ظنوا أنهم أسقطوا الرأس,2
تحية لفدرالية اليسار التي تضم نخبة من الشرفاء الدين يتصدون لسياسة التفقير و التكليخ التي تنهجها الحكومة. صوتي للرسالة,0
"تقرير مجلس بوعياش: معدل العمليات الجراحية لكل طبيب جراح فالمغرب مافايتش 166 عملية كل عام,",1
الغالي جمالك ليس له مثيل 😢😢😢😭😭😭 أحبك أحبك ',0
mhm ra bayt mchdud lil kaml huwa yakl f chanté,2
bezzaf 3lik ya bou lbbader khawyine,1
hia la jebti lia l3iba,1
"“لابيجي” فوجدة حجزات كميات كبيرة ديال “الإكستازي” والبزناس تشد,",1
ظاهرة الانتحار صارت في ارتفاع خلال الشهور الأخيرة.ما السبب؟',2
ch7al dlbinga khsatni bach nfi9 skran wbaghi nzid nsker b ri9 ch7al mi wsatni 3la ch7al mn tri9 3amra ghi 7sada w monafi9in,2
chokran nassimo habibna l3o9balik nchalah tstahal kol khir ya malik l9assf imta tnawarna falmaghrib mrhaba bik,0
kidhkoni likolo bli swto dade hanane yala warona fi had simana okhaliw la9b ykon lmghrib 3arbi 3ndkom mt9doch,2
دبا اه ولكن إلى خدتي لحكومة قفرنها,2
délicieux mme samira setail bsaha o raha,0
ntmna ya rab twf9i o ytnwer derbek o y3tik 3la 9ed nytek tayba,0
قرد صغير يضحك على عقول الملايين من العرب والمسلمين،،',2
هذول ولاد حراام كلهم عرب واحتمال يكونو من نفس رام الله ويسمى مستعربي لعنة الله على كل واحد ببيع وطنو وارضو وشرفوو اقسم بالله بدهم طخ يلعن شرفكم يلعن شرف كل واحد بشتغل مع اسرائيل اخرتهم بتصفو',2
ft el aid makhllaw liaaaa waloooo 😕😕😕😕 azli sud,2
"هادا هو المغرب اللي بغينا كتعاون فيه كل الجهات من أجل التنمية.. وفد من مجلس جماعة “اكَزناية” الغنية نواحي طنجة مشا للعيون يتشاور مع ناس الصحرا على أشكال التعاون الاقتصادي بين المنطقتين – تصاور,",1
mafhmtch harama wlkin ana mt2kda bghiti tqsd chi haja zwina,0
bonne nuitttt lt3 rah ghir khssna nchdo lma7al nssy9o,1
حكام العرب لم يعد همهم التطبيع او تطويع ﻻنهم ابدعوا في تجويع كل الشعوب',2
3endki lformat bach t5demi f l7ammam,2
hhhhhhhhhhhh amin ya rab walah yawaf9ak fi kol a3malik jaya kanmout 3lik,0
"بعد 40 دقيقة من الروطار.. زعماء الأغلبية تجمعو ف الفيلا ديال التراكتور والاستقلال جا بجوج ريوس حمدي وبركة – تصاور وفيديو,",1
ghi makanch kay3té lmha lflosss dik chi lach kant katkhdm 3lihum o hya kant mrebya an 3arfaha bnt darhum,0
"بعد زيارة سانشيث للرباط.. رئيس الحكومة المحلية ديال جزر الكناري حتى هو باغي يجي للمغرب,",1
"الفلفلة لي فاتت 20 درهم نوضات القربالة فالبرلمان.. وزير الفلاحة: الاثمان مرتفعة عالميا وكون ماشي المخطط الأخضر كانت غاتكون الحالة كارثية,",1
hhhhhhhhhhh w chi w7din ghir blkhel bach kaycheleloh,1
انتهازي وبامتياز على راس وزارة السكنى ويتهكم على متشردة حصيلة عمله الحكومي الله اينعل لي مايحشم,2
"خاص. تطورات جديدة فقضية “بلانات الشينوا”.. جنايات فاس وصلاتها مذكرة باش يدخل الوالي الدردوري وشباط والأزمي وأشخاص آخرين فلائحة المتهمين,",1
الخيار الوحيد هو القوة وفرض الامر الواقع...لاحظوا مافعلت اسبانيا بالكاطلان والعراق مع الاكراد ووو الى متى سنظل مكتوفي اليد وانتظار اعترافات وحلفاء؟؟؟الصحراء صحراء كل المغاربة قبل الملك والاحزاب.',0
lsawtha nader o manssach chahadat fenana ahlam f sawtha okadalk 3la 9albha kbir owataniytha,0
هههه البام ههه لا لا اخي الكريم قول نفقص الشعب اشمن بام ولا بيجيدي كلهم فالهوى سوى,2
mhm soukaina had prime ola li morh atmchi w les 2 lkhrinn ba9i whd chehr 3ad ikhrjo whd fihom,1
لعنك الله ولعن كل واحد امثالك انتو بجم يا شفشاوني يوسف حتى اسمك مايشبه البشر يامتخلف',2
أمريكا الشيطان المجرمه قتلة الاطفال كل هذا الدمار في بلداننا سببها هؤلاء الجرمين',2
صراحة لم نبق نعرف من ضد من في هده الفوضى الهلاكة التي بدات بالربيع العبري',2
وهل نسيت ما فعله بك الاتحاد الاشتراكي والاستقلال ؟؟؟؟مصوا دم المواطن بسر وقاموا ثروات البلاد بينهم,2
"فالمناظرة الانتخابية مع مارين لوبان.. ماكرون: إجراء تسقيف أسعار الكَاز والضو حسن بزاف من اللي كتقتارحو لوبان وكنواعد بالزيادة فالسميكَ – فيديو,",1
tani haja 9bl matji ntya wyah tahmoni blkofr siiro fin tan3so machi tji tamjdi chi zmr 3la ana otdaf3i 3lih onti chayfa,1
hhhh nn rah ghaytsewer f maroc ghir houwa sjel f madrid lol,1
الافضل اغلاقها انا شخصيا لل اشاهدها اطلاقا او خوصصتها وعندها نقيس شعبيتها . ',2
لا يفلح الساحر حيث اتى اللعنة على المشعودين',2
3titkom fikra 9olt jaych b logha khra mn ghir faranssiya aw englisiyaa o bhala n3arbo kalima onzidohdaha tiskati,1
happybirthdaymosabalkhateeb 7ak li nifi hhhhhh,0
و تجعل من الاستثناء قاعدة',2
لقد خربة مدينة فاس العريقة التارخية على يد المجرم شباط ومدير الأمن للمدينة . و سكان هم من يدفعون ثمن الفساد الإداري,2
"الوزير ميراوي: ها تفاصيل النموذج الجديد فالتعليم العالي.. منها الزامية إتقان الإنجليزية والبرمجيات وأستاذ لكل 50 طالب,",1
انا لله و انا اليه راجعون لله ما أعطى و له ما أخد ، اللهم ارحمه و ارزق أهله الصبر و السلوان,1
tay yemechiw yejibouhoum men deyour lhopital f limousine la loool,1
محمود الأغا كل منشور اقراءه اذداد اعجابا بما تنشر. ربنا يحفظك اينماتكون !!',0
la wach bghitini nkhl3 chabab,1
معاذ المرابط منسق المركز الوطني لطوارئ الصحة العامة,1
"بوريطة يدعو وزراء خارجية اسرائيل وامريكا ومصر والامارات والبحرين للقاء فصحراءنا,",1
no 🔫🔫🔫🔫 khalini ndiro ana🌚,1
كل الناس إندونيسيا حبك...',0
swtuuuuuuuuuu rah ba9i moins dune heure o fans abdbulah rah ghadiin o yb3do 3lina swtuuu,1
ghita hbiba alah yahdik matkounich nti bhalhom khaliwhom y9olo li bghaw hna nrakzo fhanan fa9at ou tachji3ha 3afakkkkkk,0
لو تهطل خمسين في المئة من الامطار التي تسقط بامريكا لغرق المغرب قاطبة',2
الف مبروك يا سعد انت تستاهل اكتر من كده لانك فنان عالمي وكل الوطن العربي يفتخر بك ',0
tstahl ktr mn had chi a saad nta chrfti loghnya lmghribya,0
الله يوفقك وحنا ديما فنتظار الجديد♡♡♡',0
لله مــــــــا أعـــطى و لله مـــا أخـــــــد',2
sa3datak d3i m3ana l3o9ba lina salom o bety,0
hna o machi hna 🤚,1
wa daba ghir dini maaak,1
"أستاذة علم الاجتماع هدى كريملي لـ”كَود”: عاملات الجنس مكرفسات بزاف ومن حقهم الرعاية الصحية والسلامة فأماكن العمل وخاص كلشي يدعم المطلب العالمي بإلغاء تجريم خدمتهم,",1
ana ga3 tiskatiyin kanbghihom wakha makan3rfhomch lt3 lt3,0
ana njawbak a khti 7itach ihab fannan w matwada3 w charraf lmaghrib l3arabi w 7bib lamgharba w bogoss w sweyat wa3aar,0
البوليساريو لا يمتلون الصحراء والصحراوين. البوليساريو هم شردمة من الانفصاليين أصحاب فتنة يمتلون أنفسهم فقط. أما بالنسبة للصحراويين فهم مغاربة شاء من شاء و ابى من ابى',0
chi wahed dakhel skhoun 😒,2
سعد متاءلق كا عادتك الله يدوم فرحتك ويرزقك من حيت لا تحتسب بنفتخر فيك سعد',0
salam stp kifach ihab frahn souhaila mrida onshbatt rah kant khto ohna dima khawaaa,0
9olha nass yebghiwha w matkheli tawa7ed yedekhel f 7yatha chakhssya hya hora nta inssan nadej wa3i matdihach f les adolescentes,2
مدينة مهمشة ليس لاهاليها الحق في التعبير عن رفضهم لمظاهر القهر',2
"دعم العلف. كيفاش المدير الجهوي للفلاحة بكازا مضارب على تطبيق القانون وشي مديريات اقليمية مخلية الفلاحة بلا نقل بلا ترانسبور,",1
نطالب الدولة بالتدخل العاجل واللامشروط لانقاذ قناة 2M القناة التعليمية و الثتقيفية عفوا التكليخية الهدامة والمستهترة بالمواطن المشاهد المغربي هههههه ',2
tahadi hada m3a hashtag,1
